,Object_ID,Image_URL,Title,Object_Name,Medium,Classification,Department,Culture,Period,Object_Date,Target
1164,42302,https://images.metmuseum.org/CRDImages/as/web-large/DP-15944-033.jpg,Dish with God of Longevity (Shoulao) and an attendant,Dish,Porcelain painted in underglaze cobalt blue and overglaze polychrome enamels (Jingdezhen ware),Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Yongzheng period (1723–35)",early 18th century,0
1165,201035,https://images.metmuseum.org/CRDImages/es/web-large/DP-16078-033.jpg,Tea caddy with cover with armorial decoration (part of a service),Tea caddy with cover,Hard-paste porcelain with enamel decoration and gilding,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,1750–60,0
1166,42252,https://images.metmuseum.org/CRDImages/as/web-large/DP-14605-001.jpg,Bowl,Bowl,Porcelain with rose-enameled glaze (Jingdezhen ware),Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Yongzheng mark and period (1723–35)",early 18th century,0
1167,201139,https://images.metmuseum.org/CRDImages/es/web-large/150998.jpg,Sauceboat (part of a service),Sauceboat,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,1770–85,0
1168,237071,https://images.metmuseum.org/CRDImages/es/web-large/DP-23634-107.jpg,Money box,Money box,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,18th century,0
1169,203231,https://images.metmuseum.org/CRDImages/es/web-large/ES8387.jpg,Teapot (part of a service),Teapot,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1760–65,0
1170,47123,https://images.metmuseum.org/CRDImages/as/web-large/15939.jpg,Wine Bottle,Wine bottle,Clay covered with a finely crackled glaze and decorated with polychrome enamels (Banko ware),Ceramics,Asian Art,Japan,Edo (1615–1868) or Meiji period (1868–1912),19th century,0
1171,51979,https://images.metmuseum.org/CRDImages/as/web-large/10_202_23_9631.jpg,Tile,Tile,Earthenware,Ceramics,Asian Art,China,Qin–Han dynasty (221 B.C.–A.D. 220),,0
1172,466112,https://images.metmuseum.org/CRDImages/md/web-large/DP123984.jpg,Fragment of a Bowl with a Horse and Rider,Bowl fragment,"Terracotta with green glaze over slip, decorated in sgraffito",Ceramics,Medieval Art,Byzantine,,1200–1268,0
1173,206052,https://images.metmuseum.org/CRDImages/es/web-large/205216.jpg,Putto as Cupid  (one of three figures),Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1760,0
1174,208213,https://images.metmuseum.org/CRDImages/es/web-large/DP-15518-060.jpg,Teapot,Teapot,Soft-paste porcelain with enamel decoration and gilding,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1765,0
1176,48104,https://images.metmuseum.org/CRDImages/as/web-large/75825.jpg,Bowl,Bowl,Buff clay with light brown glaze (Jian ware),Ceramics,Asian Art,China,Song dynasty (960–1279),,0
1177,51076,https://images.metmuseum.org/CRDImages/as/web-large/DP295375.jpg,Tea Bowl with Hare’s-Fur Decoration,Bowl,Stoneware with copper-oxide glaze (Jian ware),Ceramics,Asian Art,China,Northern Song (960–1127) to Southern Song (1127–1279) dynasty,11th–12th century,0
1178,549521,https://images.metmuseum.org/CRDImages/eg/web-large/LC-15_3_1643_EGDP027860.jpg,Jar,Jar,Red pottery,,Egyptian Art,,New Kingdom,ca. 1550–1295 B.C.,0
1179,308484,https://images.metmuseum.org/CRDImages/ao/web-large/63.232.81_a.JPG,Drum with Head,Drum,Ceramic,Ceramics-Musical Instruments,The Michael C. Rockefeller Wing,Paracas,,3rd century B.C.,0
1180,445576,https://images.metmuseum.org/CRDImages/is/web-large/sf08-256-299a.jpg,Fragment,Fragment,Stonepaste; polychrome underglaze painted,Ceramics,Islamic Art,,,14th century,0
1181,48503,https://images.metmuseum.org/CRDImages/as/web-large/DP-14609-151.jpg,Sherd,Sherd,Stoneware; Guan ware,Ceramics,Asian Art,China,Song dynasty (960–1279),,0
1183,559133,https://images.metmuseum.org/CRDImages/eg/web-large/11.215.710.jpg,Palmette Mold,Mold,Pottery,,Egyptian Art,,New Kingdom,ca. 1390–1353 B.C.,0
1184,447181,https://images.metmuseum.org/CRDImages/is/web-large/sf20-120-93c.jpg,Bowl,Bowl,Stonepaste; overglaze painted and gilded (lajvardina),Ceramics,Islamic Art,,,13th century,0
1185,197897,https://images.metmuseum.org/CRDImages/es/web-large/ES2674.jpg,Plate (part of a service),Plate,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1775,0
1186,478855,https://images.metmuseum.org/CRDImages/md/web-large/cop0541s1.jpg,Bowl,Bowl,Earthenware,Ceramics,Medieval Art,Coptic,,4th–7th century,0
1187,63024,https://images.metmuseum.org/CRDImages/as/web-large/DP-17989-008.jpg,"Incense Container (Kōgō) in the Shape of a Clamshell, with Cranes and Tortoise Motifs",Incense box,"Porcelain painted with cobalt blue under (interior) and red and gold over (exterior) a transparent glaze (Kyoto ware, Eiraku type)",Ceramics,Asian Art,Japan,Edo period (1615–1868),first half of the 19th century,0
1188,327492,https://images.metmuseum.org/CRDImages/an/web-large/sd1993_468_5.jpg,Jar with pierced handles for suspension,Jar,Ceramic,,Ancient Near Eastern Art,,Late Uruk,ca. 3300–3100 B.C.,0
1189,46588,https://images.metmuseum.org/CRDImages/as/web-large/20638.jpg,Jar with Cover,Jar with cover,Porcelain,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,0
1190,200727,https://images.metmuseum.org/CRDImages/es/web-large/SF50_211_1_img1.jpg,Burgomaster,Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1765,0
1191,478897,https://images.metmuseum.org/CRDImages/md/web-large/cop0583s1.jpg,Lid,Lid,Earthenware,Ceramics,Medieval Art,Coptic,,4th–7th century,0
1192,667260,https://images.metmuseum.org/CRDImages/as/web-large/DP702968.jpg,Bowl with deer,Bowl,Stoneware (Takatori ware),Ceramics,Asian Art,Japan,late Edo period (1615–1868),1826,0
1193,42518,https://images.metmuseum.org/CRDImages/as/web-large/241448.jpg,Dish,Dish,Porcelain with biscuit and incised decoration,Ceramics,Asian Art,China,"Ming dynasty (1368–1644), Hongzhi mark and period (1488–1505)",,0
1194,190872,https://images.metmuseum.org/CRDImages/es/web-large/4781.jpg,Tile,Tile,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,1640–60,0
1195,324918,https://images.metmuseum.org/CRDImages/an/web-large/ME59_94.jpg,Vessel,Vessel,Ceramic,,Ancient Near Eastern Art,Iran,Iron Age,1st millennium B.C.,0
1196,478818,https://images.metmuseum.org/CRDImages/md/web-large/cop0504s1.jpg,Bowl,Bowl,Earthenware,Ceramics,Medieval Art,Coptic,,4th–7th century,0
1197,8512,https://images.metmuseum.org/CRDImages/ad/web-large/130769.jpg,Tile,Tile,"Earthenware, transfer-printed",,The American Wing,British,,1771–76 (?),0
1198,63701,https://images.metmuseum.org/CRDImages/as/web-large/212949.jpg,Bowl,Bowl,"Porcelain with underglaze blue (Hizen ware, Kurawanka type)",Ceramics,Asian Art,Japan,middle Edo period (1615–1868),18th century,0
1199,446940,https://images.metmuseum.org/CRDImages/is/web-large/sf17-120-95b.jpg,Dish,Dish,"Stonepaste; underglaze painted in black, blue, and green with red and yellow slips",Ceramics,Islamic Art,,,first half 17th century,0
1200,52207,https://images.metmuseum.org/CRDImages/as/web-large/212924.jpg,Footed Dish,Dish,"Stoneware with underglaze iron and copper-green glaze (Mino ware, Oribe type)",Ceramics,Asian Art,Japan,Momoyama period (1573–1615),early 17th century,0
1201,194303,https://images.metmuseum.org/CRDImages/es/web-large/DP-320-001.jpg,Pharmacy jar (albarello),Pharmacy jar,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1545,0
1202,446361,https://images.metmuseum.org/CRDImages/is/web-large/sf13-190-70a.jpg,Fragment,Fragment,Stonepaste; polychrome painted under transparent glaze,Ceramics,Islamic Art,,,14th century,0
1203,833899,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24279-003.jpg,Geometric Polychrome Bowl,Bowl,Clay,Ceramics-Vessels,The Michael C. Rockefeller Wing,Ancestral Puebloan (Four Mile),,14th–15th century,0
1204,455069,https://images.metmuseum.org/CRDImages/is/web-large/sf08-184-61b.jpg,Fragment,Fragment,Stonepaste; luster-painted,Ceramics,Islamic Art,,,13th century,0
1205,199360,https://images.metmuseum.org/CRDImages/es/web-large/ES5572.jpg,Turk,Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1750–53,0
1206,191977,https://images.metmuseum.org/CRDImages/es/web-large/DP-1372-003.jpg,Sauceboat,Sauceboat,Lead-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1770–80,0
1207,208084,https://images.metmuseum.org/CRDImages/es/web-large/DT6917.jpg,Dish,Dish,Earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,1866,0
1208,716909,https://images.metmuseum.org/CRDImages/ad/web-large/DP-14161-160.jpg,Vase,Vase,earthenware,,The American Wing,American,,ca. 1897–1900,0
1209,210135,https://images.metmuseum.org/CRDImages/es/web-large/110558.jpg,Plate (Assiette à palmes) (1 of 102) (part of a service),Plate,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1772,0
1210,308713,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.180.JPG,Double Spout and Bridge Bottle with Bird,Bottle,"Ceramic, slip, pigment",Ceramics-Containers,The Michael C. Rockefeller Wing,Paracas,,5th–2nd century B.C.,0
1211,197607,https://images.metmuseum.org/CRDImages/es/web-large/99948.jpg,Plate,Plate,Salt-glazed stoneware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1760,0
1212,52258,https://images.metmuseum.org/CRDImages/as/web-large/212946.jpg,Stem Cup,Stem cup,Porcelain with enamel (Arita ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),,0
1214,3297,https://images.metmuseum.org/CRDImages/ad/web-large/24687.jpg,Dish,Dish,"Earthenware, transfer-printed",,The American Wing,British (American market),,ca. 1831–ca. 1835,0
1215,471806,https://images.metmuseum.org/CRDImages/cl/web-large/DP210212.jpg,Dish,Dish,Tin-glazed earthenware,Ceramics,The Cloisters,Spanish,,1430–1470,0
1216,546706,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.1269.jpg,Lamp,Lamp,Coarse red pottery with hematite wash,,Egyptian Art,,Middle Kingdom-Second Intermediate Period,ca. 1950–1550 B.C.,0
1217,209252,https://images.metmuseum.org/CRDImages/es/web-large/205148.jpg,Teabowl (part of a service),Teabowl,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1723–26,0
1218,51219,https://images.metmuseum.org/CRDImages/as/web-large/13544.jpg,Bowl,Bowl,Stoneware with celadon glaze,Ceramics,Asian Art,China,Qing dynasty (1644–1911),19th century,0
1219,557587,https://images.metmuseum.org/CRDImages/eg/web-large/32.2.32_EGDP011264.jpg,Deep bowl,"Bowl, rough ware",Pottery,,Egyptian Art,,Predynastic Period,ca. 4500–4000 B.C.,0
1220,695308,https://images.metmuseum.org/CRDImages/md/web-large/28.99.374.jpg,Fragment,Fragment,"Glass, ceramic",Glass-Vessels,Medieval Art,European or Middle Eastern,,ca. 1150–ca. 1250,0
1221,125,https://images.metmuseum.org/CRDImages/ad/web-large/117343.jpg,Apothecary Jar,Apothecary jar,Earthenware,,The American Wing,Dutch,,1730–40,0
1222,308585,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.84_a.jpg,Double Spout and Bridge Bottle with Incised Design,Bottle,"Ceramic, pigment",Ceramics-Containers,The Michael C. Rockefeller Wing,Paracas,,7th–5th century B.C.,0
1223,316830,https://images.metmuseum.org/CRDImages/ao/web-large/DP-17797-001.jpg,Bowl,Bowl,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Taíno,,13th–15th century,0
1224,45894,https://images.metmuseum.org/CRDImages/as/web-large/14_40_112_O2_sf.jpg,Vase,Vase,"Porcelain with ox-blood red glaze (Jingdezhen ware), gilt bronze mouth rim",Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",late 17th–early 18th century,0
1225,52544,https://images.metmuseum.org/CRDImages/as/web-large/LC-43_56_11_001.jpg,Figure of a child,Figure,Baked clay,Tomb Pottery,Asian Art,China,Eastern Zhou dynasty (770–256 B.C.),,0
1226,450344,https://images.metmuseum.org/CRDImages/is/web-large/LC-40_170_690.jpg,Fragment,Fragment,"Earthenware; slip covered and sgraffito decoration, unglazed",Ceramics,Islamic Art,,,11th–12th century,0
1228,46182,https://images.metmuseum.org/CRDImages/as/web-large/79_2_931_O4_sf.jpg,Bowl,Bowl,Porcelain painted in overglaze iron-red and polychrome enamels,Ceramics,Asian Art,China,Qing dynasty (1644–1911),first half of the 19th century,0
1229,474800,https://images.metmuseum.org/CRDImages/md/web-large/sf14-1-101s1.jpg,Ostrakon,Ostrakon,Pottery fragment with ink inscription,Ceramics,Medieval Art,Coptic,,600,0
1230,824691,https://images.metmuseum.org/CRDImages/es/web-large/DP-19429-042.jpg,Inkstand in the form of a pomegranate in a gilt-bronze mount,Inkstand,"Soft-paste porcelain, gilded bronze",Ceramics-Porcelain,European Sculpture and Decorative Arts,,,"porcelain ca. 1735, mounts ca. 1740-50 and later",0
1232,188764,https://images.metmuseum.org/CRDImages/es/web-large/LC-02_6_273-001.jpg,Plate,Plate,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1755–65,0
1233,238890,https://images.metmuseum.org/CRDImages/es/web-large/DP-21731-001.jpg,Portrait of the artist's mother,Medal,Stoneware,Medals and Plaquettes,European Sculpture and Decorative Arts,,,1892,0
1234,52305,https://images.metmuseum.org/CRDImages/as/web-large/207741.jpg,Wine bottle,Wine bottle,Stoneware painted with polychrome enamels and underglaze blue (Kiyomizu ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),,0
1235,832602,https://images.metmuseum.org/CRDImages/es/web-large/DP-17126-001.jpg,Tureen in the form of a woodcock,Tureen,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1750,0
1236,187899,https://images.metmuseum.org/CRDImages/es/web-large/SF94_4_412bc.jpg,Wall tiles,Wall tiles,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,16th century,0
1237,210899,https://images.metmuseum.org/CRDImages/es/web-large/DT5016.jpg,Wave bowl,Wave bowl,Glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1880,0
1238,49518,https://images.metmuseum.org/CRDImages/as/web-large/186582.jpg,Stove,Stove model,Earthenware with green lead glaze,Ceramics,Asian Art,China,Eastern Han dynasty (25–220),1st–early 3rd century,0
1239,208453,https://images.metmuseum.org/CRDImages/es/web-large/DP-15122-107.jpg,"Dish with tree, flowers, and birds",Dish,Hard-paste porcelain painted with colored enamels over transparent glaze,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1722–23,0
1241,200749,https://images.metmuseum.org/CRDImages/es/web-large/148721.jpg,Bowl,Bowl,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1725–30,0
1242,203438,https://images.metmuseum.org/CRDImages/es/web-large/DP-247-071.jpg,Cupid and infant Bacchus in a group,Toy,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1760,0
1243,204414,https://images.metmuseum.org/CRDImages/es/web-large/DP-1175-021.jpg,Urn,Urn,Lustreware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,19th century,0
1244,46679,https://images.metmuseum.org/CRDImages/as/web-large/13542.jpg,Vase,Vase,Porcelain with black glaze (Jingdezhen ware),Ceramics,Asian Art,China,Qing dynasty (1644–1911),18th century,0
1245,314678,https://images.metmuseum.org/CRDImages/ao/web-large/1983.546.3.JPG,Seated Figure Bottle,Bottle,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Chimú,,12th–15th century,0
1246,771079,https://images.metmuseum.org/CRDImages/es/web-large/DP-16489-283.jpg,Creamer (part of a service),Creamer,Porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1891,0
1247,449095,https://images.metmuseum.org/CRDImages/is/web-large/sf36-30-35a.jpg,Fragmentary Jar,Jar,Earthenware; incised,Ceramics,Islamic Art,,,6th–7th century,0
1248,771061,https://images.metmuseum.org/CRDImages/es/web-large/DP-16489-257.jpg,Vase,Vase,Porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1886,0
1249,193086,https://images.metmuseum.org/CRDImages/es/web-large/24667.jpg,Dish,Dish,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,ca. 1745–55,0
1250,474547,https://images.metmuseum.org/CRDImages/md/web-large/sf12-180-133s1.jpg,Ostrakon,Ostrakon,Pottery fragment with ink inscription,Ceramics,Medieval Art,Coptic,,7th century,0
1252,48801,https://images.metmuseum.org/CRDImages/as/web-large/54787.jpg,Vase,Vase,White porcelain decorated with blue under the glaze (Hirado ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),1800,0
1253,201236,https://images.metmuseum.org/CRDImages/es/web-large/151480.jpg,Bowl (part of a service),Bowl,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,ca. 1795,0
1254,47825,https://images.metmuseum.org/CRDImages/as/web-large/91_1_349_O1.jpg,Bowl,Bowl,Pottery covered enameled glaze and an overglaze decoration,Ceramics,Asian Art,Japan,Edo period (1615–1868),1840,0
1255,449355,https://images.metmuseum.org/CRDImages/is/web-large/wb-38.40.144.JPG,Bowl,Bowl,Earthenware; underglaze painted and incised decoration under monochrome transparent glaze,Ceramics,Islamic Art,,,late 8th–first half 9th century,0
1256,448882,https://images.metmuseum.org/CRDImages/is/web-large/sf32-150-441b.jpg,Fragment,Fragment,Earthenware; incised and molded,Ceramics,Islamic Art,,,8th–9th century,0
1257,46028,https://images.metmuseum.org/CRDImages/as/web-large/28147.jpg,Covered Tureen,Covered tureen,Porcelain painted in underglaze blue with gilded biscuit decoration,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",late 17th–early 18th century,0
1258,47255,https://images.metmuseum.org/CRDImages/as/web-large/13219.jpg,Vase,Vase,"Pottery covered with a mottled glaze, flecked with blue (Satsuma ware)",Ceramics,Asian Art,Japan,Edo period (1615–1868),late 18th century,0
1259,210001,https://images.metmuseum.org/CRDImages/es/web-large/ES2961.jpg,Merman (one of six),Figure,"Hard-paste porcelain, silver",Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1750–55,0
1260,46487,https://images.metmuseum.org/CRDImages/as/web-large/23_225_229_inside.jpg,Bowl,Bowl,"White porcelain decorated with blue under the glaze and enamels (Hizen ware, Kutani type)",Ceramics,Asian Art,Japan,Edo period (1615–1868),1850,0
